,Motion/Topic,MP Response,Label
830,escalation of the price of mealie meal in nakonde,mr mtolo madam speaker absolutely important question the first thing i would say to look issue become sick right thing we indeed look issue see opportunity each every hon member house start producing become farmer,0
831,escalation of the price of mealie meal in nakonde,mr mtolo if hon members would organise i would make sure received fertiliser producing fertiliser zambia so every one produce,0
832,escalation of the price of mealie meal in nakonde,madam speaker serious note madam speaker moving maize our maize taken malawi it normally like reverse it also mozambique normally never like it pity hon banda it normally reverse maize moved mozambique zambia what happening complete reversal we surrounded market so instead mourning saying what so,1
833,escalation of the price of mealie meal in nakonde,madam speaker i explained answer encouraged zambia national farmers union produce export i talking hon minister defence maybe farms zns producing maize that way looking problem importantly hon member pambashe hon member chawama hon member kalulushi hon member solwezi east everyone producing maize,1
834,escalation of the price of mealie meal in nakonde,mr mtolo madam speaker everyone producing i never bought bag mealie meal twenty years i would like everyone like,1
835,escalation of the price of mealie meal in nakonde,madam speaker i thank hon member kanchibiya asked question probably sink us produce zambia here market complaining excusing hon minister agriculture exporting everything the hon member pambashe produce maize,1
836,escalation of the price of mealie meal in nakonde,let us make progress time i allow three questions hon member mpika hon member chama north hon member kabwata order,0
837,escalation of the price of mealie meal in nakonde,mr kapyanga mpika madam speaker hon minister elaborated measures put place well let remind hon minister muchinga province milling plant run zambia national service zns the milling plant capacity produce 25 kg mealie meal day this milling plant mpika district constituency,1
838,escalation of the price of mealie meal in nakonde,madam speaker however even mpika people still queuing mealie meal the hon minister put measures place price mealie meal gone we also facing shortages mealie meal what really problem just days ago hon minister floor house vowed going halt exporting maize even faced challenge,1
839,escalation of the price of mealie meal in nakonde,madam speaker hon minister going attend issue reducing mealie meal k50 per bag,1
840,escalation of the price of mealie meal in nakonde,please one question per person the hon minister repeat answer first thing said i hope hon member mpika listening the hon minister agriculture may proceed,0
841,escalation of the price of mealie meal in nakonde,mr mtolo madam speaker yes milling plant hon member said milling plant capacity producing 25 kg mealie meal,1
842,escalation of the price of mealie meal in nakonde,madam speaker hon members information zambia national service zns correctional services given priority one whenever want maize give even money pay try hard control distribution mealie meal comes plants,1
843,escalation of the price of mealie meal in nakonde,madam speaker question hon member supported us helped us where bags mealie meal going per day the answer simple the area hon member coming one difficult areas people taking mealie meal across border,1
844,escalation of the price of mealie meal in nakonde,madam speaker areas like mpika nakonde let isolate might think i picking the areas include chipata i hon member parliament we problems border areas so issue us become real time patriotic zambia stop smuggling i like term smuggling hon member kanchibiya said so really need start stopping illegal cross border trade group zambians,1
845,escalation of the price of mealie meal in nakonde,madam speaker mealie meal shoprite chipata colleagues go buy one two three four bags less thirty minutes 600 bags mealie meal gone where bags mealie meal heading they heading one direction know now allow going deplete stock nothing i unless stop releasing maize millers so hon minister defence hon minister home affair internal security coming sad situation stopping people going sell across make little money the answer high production unique year everyone region maize,1
846,escalation of the price of mealie meal in nakonde,mr mtayachalo chama north madam speaker i think whole world laughing us sending soldiers go prevent people exporting maize country receive foreign exchange,1
847,escalation of the price of mealie meal in nakonde,mr mtayachalo madam speaker hon minister agriculture mentioned given maize selected millers are also considering places like chama districts got milling companies people producing mealie meal locally why also provide mealie meal particular areas i think way able reduce price mealie meal currently price mealie meal chama going k260 do plans,1
848,escalation of the price of mealie meal in nakonde,mr mtolo madam speaker i thank hon mtayachalo face value statement would look taunting us think deeply actually telling truth world could laugh us stopping international trade so i took sense if talking revise i i agree however particular sense yes i,1
849,escalation of the price of mealie meal in nakonde,madam speaker k260 per bag higher side standards chama we introduced community sales maize chama i repeat community sales good certain far flung areas buy bag k260 per 50 kg bag maize mill get sufficient mealie meal last family reasonable time i encouraging i even encourage much hon member petauke central walked,1
850,escalation of the price of mealie meal in nakonde,madam speaker however i unable receive list millers careful albatross around neck there hon colleagues spoke like gave list millers went check milling companies found then i start questioning what so i put albatross around neck he give names milling companies see happens,1
851,escalation of the price of mealie meal in nakonde,mr tayengwa kabwata madam speaker thank opportunity i believe crisis actually opportunity one exceed the issue smuggling look different way discover create opportunity yawning sleeping markets,1
852,escalation of the price of mealie meal in nakonde,mr mtolo madam speaker i thank hon member kabwata position,0
853,escalation of the price of mealie meal in nakonde,madam speaker problem milling capacity lack sufficient maize feed region that problem,1
854,escalation of the price of mealie meal in nakonde,mr mtolo madam speaker i thank hon member kabwata question,0
855,escalation of the price of mealie meal in nakonde,madam speaker problem milling capacity lack sufficient maize feed region i repeat the problem milling capacity we sufficient milling capacity country actually requirement however problem year malawi mozambique botswana zimbabwe angola democratic republic congo drc tanzania rwanda burundi kenya south sudan looking maize simply sufficient that undertone stop feeding people look first you say wrong could head careful there much pressure the mealie meal sold k180 k200 sold k500 k550 northern province so makes lot sense someone put risk shot take maize across,1
856,escalation of the price of mealie meal in nakonde,madam speaker hon mtayachalo said we asked army go different places imagine person shot carrying bag mealie meal go sell across dies that would sad situation so answer develop farming blocks produce mealie meal when hear kenyans want come grow maize support when hear rwandese want come grow maize even hon munir zulu say yes good when hon members hear giving land come get land incentivised meals grow maize the incentives production milling,1
857,escalation of the price of mealie meal in nakonde,the minister water development sanitation mr mposha madam speaker yes government plans sink seventeen boreholes newly constructed markets health centres kanchibiya parliamentary constituency you may wish note contracts sinking boreholes 2022 still valid end year,0
858,escalation of the price of mealie meal in nakonde,mr chanda madam speaker i waste hon minister time i thank response i seventeen boreholes,0
859,construction of the road,245 mr mtayachalo chama north asked minister local government rural development,0
860,construction of the road,the minister local government rural development mr nkombo madam speaker i wish inform hon mtayachalo august house contractor working road chama north parliamentary constituency gave notice terminate contract based clause contract allows either party terminate contract due various factors among funding challenges,1
861,construction of the road,madam speaker government immediate plans vary contract include ward stretch road due budgetary constraints,1
862,construction of the road,mr mtayachalo madam speaker i thank hon minister response i want make appeal the initial direction road led plain expensive government we asking varied goes sitwe cover six wards unlike covering one ward i think route economical so appeal ministry considers varying road the ministry also consider working crossing points since hon minister said budgetary constraints use constituency development fund cdf grade road,1
863,construction of the road,mr mtolo madam speaker sincere apologies hon member asked question,0
864,promotion of organic farming by the government,the minister agriculture mr mtolo madam speaker ministry promoting organic farming reduce use inorganic fertilisers chemicals following ways,1
865,promotion of organic farming by the government,madam speaker output organically produced agricultural commodities yet sufficient support full scale value addition activities however government support identified groups producing organically market commodities,1
866,promotion of organic farming by the government,madam speaker ministry agriculture zambia agriculture research institute zari carries research soils fertilisers across country it important note ministry plans produce updated digitised soil maps whole country the plans already implemented eastern province first updated soil maps support zambia integrated forestry landscape project ziflp,1
867,promotion of organic farming by the government,madam speaker government encouraging investment specific agricultural value chains chitambo cassava milling plant interventions fruit processing plants established industrial development cooperation idc,0
868,promotion of organic farming by the government,mr chanda madam speaker need soil maps critical want find timeframe attached ongoing research hon minister referred,0
869,promotion of organic farming by the government,a point order raised,0
870,promotion of organic farming by the government,mr banda madam speaker i raise point order based standing order no 57 says member may speak house upon presiding officer approval indication,0
871,promotion of organic farming by the government,madam speaker hon minister water development sanitation order start making noise whilst people constituency munali waiting patiently listen proceedings house,0
872,promotion of organic farming by the government,i seek serious ruling representative good people petauke central concentrating hon minister busy making noise front,0
873,promotion of organic farming by the government,hon member petauke gone time you come back important thing raise point order let us work quickly i also go drink water,0
874,promotion of organic farming by the government,hon minister i believe disturbing fellow hon member i know whether playing cimbuya,0
875,promotion of organic farming by the government,mr mtolo madam speaker i sure hon member kanchibiya house indeed happy note food agriculture organisation fao actually offered support us carrying scientific assessment know entire country types fertiliser applied it mapped everyone so good part process started the eastern province already mapped every area zambia mapped well it ongoing process,1
876,promotion of organic farming by the government,mr chanda madam speaker way passing cost soil repair fertiliser manufacturing companies,1
877,promotion of organic farming by the government,mr mtolo madam speaker i know soil degraded due continuous usage fertilisers solution buy lime apply soil we looking future adding lime farmer input support programme fisp definitely certain soils degraded however question could pass cost fertiliser companies,1
878,promotion of organic farming by the government,the way buy fertiliser madam speaker i sure could achieve we might future fertiliser produced zambia however fertiliser bought outside country i see manage capture suppliers fix soils,1
879,the government to restructure student loan repayments for university graduates to make the repayments affordable,mr mukosa chinsali behalf mr kafwaya lunte madam speaker i beg move house urges government restructure student loan repayments university graduates make repayments affordable,1
880,the government to restructure student loan repayments for university graduates to make the repayments affordable,mr mukosa madam speaker 2016 national assembly zambia enacted higher education loans scholarships act no 31 2016 established higher education loans scholarships board helsb it replaced bursaries committee established statutory instrument 1973 education act cap 134 laws zambia,1
881,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker helsb mandated among things determine criteria terms giving loans scholarships rate interest recovery loans further establish systems secure repayment loans students efficient utilisation application scholarships,1
882,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker may wish note upon enactment law graduates public universities copperbelt university cbu university zambia unza among others suffered huge monthly deductions salaries expected pay within period ten years the cries beneficiaries loan repayment amounts high compared monthly earnings this led loan beneficiaries financial bondage,1
883,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker let mention motion informed campaign promise made united party national development upnd august 2021 general elections during campaign trail upnd bemoaned plight university graduates incurring huge monthly deductions repay student loans promised power would restructure also suspend student loan repayments helsb favourable solution reached,1
884,the government to restructure student loan repayments for university graduates to make the repayments affordable,mr mukosa madam speaker 29th march 2021 exactly two years ago his excellency president hakainde hichilema posted facebook page upnd would suspend student loan repayments immediately party formed government lamenting need stress employees hard economy,1
885,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker chair,0
886,the government to restructure student loan repayments for university graduates to make the repayments affordable,mr mukosa madam speaker business suspended i saying 29th march 2021 exactly two years ago his excellency president hakainde hichilema posted facebook page united party national development upnd would suspend students loan repayments immediately party formed government lamenting need stress employees hard economy i agree post,1
887,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker 31st march 2021 president hakainde hichilema posted facebook page bursary student loan policy apply interest student loan currently 15 per cent per annum he suggested repayment percentage must reduced something like per cent someone basic salary current 25 per cent i equally agree suggestion made beloved president,1
888,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker one year six months since unpd took power seen actualisation aforesaid campaign promise president suggested loan repayments would suspended immediately upnd assumes offices,1
889,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker gist motion call upon government speedily act restructuring student loan repayment scheme reduce financial pressure graduates through motion request government following critical things,1
890,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker aforementioned give graduates financial space possibly cater basic needs support families just like president hakainde hichilema stated facebook post 31st march 2021 education human right government provide social services include education therefore government seen taking advantage vulnerable graduates overcharging high interest,1
891,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker appreciated funds students sponsored taxpayer money let state former students equal players comes paying various taxes hence need help restructuring loan repayment scheme all required political entrusted run affairs country especially light high cost living country experiencing,1
892,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker i alive fact higher education loans scholarships board helsb plans restructure loan scheme however currently prevailing indication given government done resulting speculation regards commitment upnd government issue we need note longer takes helsb restructure student loans graduates going subjected misery financial bondage,1
893,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker conclusion allow state majority graduates struggling pay back loans due high monthly deductions imposed current loan repayment structure unfavourable also unsustainable,1
894,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker cost living moment high economy hard the economy hard citizens it also hard government that government embarked process restructuring debt currently even today heard hon minister finance national planning mention government negotiate creditors restructure debt given relief it reason even students graduated loan scheme given relief breathing space,1
895,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker i therefore call upon hon members august house support motion i would like state motion meant politic gain political mileage it meant help actualise president talking i believe intentions president said restructure student loans good student university zambia unza understands struggles students go he also graduate understands struggles graduates go completing school so president good plans responsibility make sure help actualise plans so seen pulling opposite side president pulling side therefore anyone shoot motion basically going presidential aspirations,1
896,the government to restructure student loan repayments for university graduates to make the repayments affordable,before finish let remind standing orders permit hon member use name president tilt debate so please debate bear mind,0
897,the government to restructure student loan repayments for university graduates to make the repayments affordable,mr mukosa madam speaker i end saying motion supporting upnd believes,0
898,the government to restructure student loan repayments for university graduates to make the repayments affordable,mr wamunyima madam speaker i would like thank office according opportunity second motion centred upon current government policy,0
899,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker i would also like thank mover motion represented,0
900,the government to restructure student loan repayments for university graduates to make the repayments affordable,mr wamunyima madam speaker i also thank mover motion represented ably hon member chinsali mr kalalwe mukosa,0
901,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker motion historic determine whether leaders care next generation prioritise political divide country,0
902,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker i first recognise efforts new dawn government firstly restoring meal allowances this political this happen meal allowances restored universities secondly i commend introducing free education led increase number people qualify universities,0
903,the government to restructure student loan repayments for university graduates to make the repayments affordable,mr wamunyima this case calling upon new dawn government actualise promise restructure loan repayment system hurting graduates working,1
904,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker let factual hon member chinsali moved first start looking jesuit centre theological reflection jctr food basket country it stands average family a survey average salary zambian graduate according paylab international salary survey site stands so one graduates earn current food basket average family five stands one loan deduction 15 per cent compound interest annually,1
905,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker i would like place record repayment scheme africa huge interest rate the act higher education loans scholarship board act no 31 2016 even talk actual deduction percentage this administrative issue decided board so appealing house conscious every hon member parliament understand current rate unrealistic fit economic standards today,1
906,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker look statutory instrument si established bursaries committee introduction 2016 act si 182 1973 previous setting require bursary treated loan rather grant for example university zambia produced three republican presidents country benefited grant none ever paid serviced loan including current president i agree he committed moment took office would suspend loan repayments immediately we urging government relook loan repayments firstly unemployment rate high secondly graduates formally employed get enough,1
907,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker i practical example one student get details name this particular former student graduate earns deductions made napsa taxes student loan kicks this person goes home how one even pay school fees buy groceries one children this practical example unrealistic interest rate,1
908,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker i understand legacy issue we apportioning blame we apportion leadership take corrective measures in fact good example particular student principal loan owed university zambia unza when 15 per cent interest added amortised next ten years required pay difference paid so total particular student service ten years 15 per cent compound interest now become urgent matter ever genuine concern cost living going currently inflation rising double digits,1
909,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker agree economy functional need encourage extra debt however graduates adequately service loans incurring additional debt the ministry health confirmed house part reasons increased number suicides includes issues financial distress our graduates beautiful country zambia financially distressed deductions unrealistic border really affecting ability spend,1
910,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker going forward important ministry education considers perhaps levy education would encourage changing act get back people got grants educated now tough times setting ugly face beautiful country even 15 per cent compound interest loans manage,1
911,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker i think rocket science address issue i submit new dawn government implement policy i submit,1
912,the government to restructure student loan repayments for university graduates to make the repayments affordable,mr nkulukusa katuba madam speaker thank much giving opportunity actually stand comment oppose motion ideally opposing agreeing however agree perpetual desire plagiarism plagiarise ideas bring house pretend we know measure plagiarism tantamount intellectual property theft we believe idea highly plagiarised,0
913,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker fact issue manifesto president also talked give relief students paying back loans we also know long ago president gave strategic direction ministry education make sure finds ways restructure give relief students paying back student bursary loans total number paying as number small president gave direction relief,1
914,the government to restructure student loan repayments for university graduates to make the repayments affordable,we know february process started culminated concept paper look options relief could given to plagiarise idea come house pretend mover idea becomes challenge us,0
915,the government to restructure student loan repayments for university graduates to make the repayments affordable,mr nkulukusa that concept saying i think level bringing ideas new government working might considering i heard one hon member seconder talking,0
916,the government to restructure student loan repayments for university graduates to make the repayments affordable,mr kampyongo madam speaker i rise serious procedural point order this point order meant safeguard office clerks the procedure process motions when admit motion debate means scrutinised found suitable,0
917,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker hon member floor order insinuate motion plagiarised material tabled parliament,0
918,the government to restructure student loan repayments for university graduates to make the repayments affordable,mr kampyongo madam speaker i understand learning appreciate institution operates need acquainted procedures institution order respect,0
919,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker motion processed serious business if people opposing views motion must use sentiments undermine jurisdiction is hon member order insinuate motion plagiarised material office processed,0
920,the government to restructure student loan repayments for university graduates to make the repayments affordable,i seek serious guidance madam speaker becoming trend if deal might dilute essence institution,0
921,the government to restructure student loan repayments for university graduates to make the repayments affordable,i seek serious ruling madam speaker,0
922,the government to restructure student loan repayments for university graduates to make the repayments affordable,so hon member debating mean undermining authority office speaker if supports mean promoting office speaker hon members free debate motion at end day vote the speaker role play debate motion that ruling,0
923,the government to restructure student loan repayments for university graduates to make the repayments affordable,mr nkulukusa madam speaker thank much all i saying may good practice go see executive come executive order seen one driving seat that point i driving home,0
924,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker let give background happening region there nothing strange happening region if look malawi see using formula 15 per cent interest student loans fewer years zambia repaying loan in namibia interest rate student loans 15 per cent repayment fewer years zambia,1
925,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker agree former students repaying loans pressure need relief right government concept paper looking provide relief one measures reduce interest rate loans that bring relief the measure ensure amortisation balances based annual balances that bring relief the measure increase period paying back,1
926,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker agree given model done know government already there concept paper ministry education process presenting it directive when president makes pronouncement know becomes policy statement ministry moves ensure policy implemented this campaign promise,1
927,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker matter paying back student loans introduced introduced time back what people left side give relief students move forward see relief students get,1
928,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker i said earlier ideally discussing motion what accept people brining materials ideas others plagiarised based executive going bringing house order seen ones moving agenda,0
929,the government to restructure student loan repayments for university graduates to make the repayments affordable,mr mung andu chama south madam speaker i since i indicated debate i debate,0
930,the government to restructure student loan repayments for university graduates to make the repayments affordable,mr fube madam speaker minutes ago guided using standing order no 65 2 c specific bringing president name debate,0
931,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker finished hon member parliament debating mentioned president name five times i counted i know whether particular standing order applies applies hon members,0
932,the government to restructure student loan repayments for university graduates to make the repayments affordable,hon members i earlier indicated hon members supposed bring name president debate i guided earlier hon member chinsali even guided continued,0
933,the government to restructure student loan repayments for university graduates to make the repayments affordable,hon members let guide according standing order no 65 2 c member debating shall use president name influence debate so idea influence debate name president mentioned if course debate mention name president intention influence debate please use name president,0
934,the government to restructure student loan repayments for university graduates to make the repayments affordable,mr munir zulu lumezi madam speaker thank kindly permitting voice lumezi support progressive motion,0
935,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker i start mover seconder said campaign promise current ruling party in fact i expected government say suspending repayment student loans come reasonable percentage could paying monthly the 15 per cent interest paying huge,1
936,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker i agree mover seconder motion cost living extremely high cabal easy three decent meals day some people like eat one meal day choice i afford however people eat meal day,0
937,the government to restructure student loan repayments for university graduates to make the repayments affordable,they paying loans cost fuel going every day a bag mealie meal expensive different regions it costs k360 government deducting loan 15 per cent understanding dynamics former students going,1
938,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker i heard hon member katuba mention jurisdictions like malawi i think jurisdiction good example the day donating relief food malawi so best benchmarking we try means benchmark countries best practices comes paying back loans,0
939,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker also worth noting hon member talked plagiarism if indeed plagiarism house permits hon members move motions bring progressive motions support accused copy cats,0
940,the government to restructure student loan repayments for university graduates to make the repayments affordable,mr munir zulu madam speaker hon member talked plagiarism i disagree plagiarism the cost living led many young people wrong doings,0
941,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker i worried zambia malawi enjoy cordial relations my point order pursuant clause 65 the hon member manner debate extremely demeaning sister country malawi yes zambia provided relief account malawi disasters grappling outbreak cholera also cyclone freddy,0
942,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker hon member parliament lumezi order debate manner extremely demeaning neighbouring country suggest benchmark country malawi must consider benchmarking countries account provided relief malawi i think demeaning is order debate manner,0
943,the government to restructure student loan repayments for university graduates to make the repayments affordable,hon member lumezi debate please avoid disparaging countries enjoy good diplomatic relations also people malawi fault act god what happened happen anyone so let us rejoice sister country misery please debate bring names countries it undiplomatic you may proceed,0
944,the government to restructure student loan repayments for university graduates to make the repayments affordable,mr munir zulu madam speaker thank guidance to clarify point i putting across i mean injure country,0
945,the government to restructure student loan repayments for university graduates to make the repayments affordable,mr munir zulu madam speaker lack economic freedom could one major reasons loss life,0
946,the government to restructure student loan repayments for university graduates to make the repayments affordable,mr munir zulu i qualifying statement i believe house agree motion the high cost living causing people go depression failing fend families,0
947,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker talking plagiarism speaking motion subtle way expect united states america country tomorrow we shall condemn plagiarism repeated zambia statement came kenya it cost living forcing young people get involved ills lesbian gay bisexual transgender queer lgbtq,0
948,the government to restructure student loan repayments for university graduates to make the repayments affordable,hon member motion floor stick motion floor matter much love lgbtq thing please keep away we debating motion right so stick motion,0
949,the government to restructure student loan repayments for university graduates to make the repayments affordable,mr munir zulu madam speaker motion way telling us promote avenue discourage former graduates young people practicing unnatural things illicit behaviour like gabbling better source income manage many debts if cost living addressed bringing measures many wrong things happening one blame,1
950,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker conclusion graduates speaking behalf voters feeling cost living how reasonable members parliament oppose progressive motion speaking people dealing cost living daily basis,0
951,the government to restructure student loan repayments for university graduates to make the repayments affordable,hon member intention tomorrow debated floor house please stick motion,0
952,the government to restructure student loan repayments for university graduates to make the repayments affordable,mr munir zulu madam speaker adopt good practices opposing progressive motions taking advantage opportunity colleagues right start bringing progressive motions support progress,0
953,the government to restructure student loan repayments for university graduates to make the repayments affordable,mr mung andu chama south madam speaker let state i support important motion,0
954,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker let begin looking restructuring key word restructuring repayment loan the idea giving loans students good idea need uphold protect many people access higher education we know free education ends grade 12 produce meaningful citizens need exposed tertiary education attained sustainable financial base the loans actually proved one means people access tertiary education,1
955,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker go university zambia unza find children piled one room you find ten fifteen students one room this emergency,1
956,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker yesterday i told hon minister education interacting good brother dean students mr munkombwe realised need us hon members parliament work closely colleagues sitting front august house ensure needs students especially comes accommodation part loan attended our students paying per bed space environment good some students forced stay kalingalinga we even losing students,0
957,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker understanding restructuring loan simply means government find way lessening burden graduates i know best option scrap completely although others would argue examples given probably presiding officers house accessed free education including i admit i university i accessed bursary i repaying times changed colleagues times changed we pupils graduating grade 12 want access higher education,1
958,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker motion urging government restructure restructuring means probably reducing interest rates increasing period repayment for example deducting start deducting k500 increase number years students repay loan by reducing burden former beneficiaries loans scheme alternatively reduce interest rate instead 15 per cent put 2 per cent we still happy many partners probably write inject life fund lead actually cancellation loans happened many countries,1
959,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker initiatives broadening sponsors facility also good option we corporate entities mines including national assembly zambia a number us graduates either university zambia copperbelt university now universities allow institutions directly take responsibilities,1
960,the government to restructure student loan repayments for university graduates to make the repayments affordable,for behalf people chama south madam speaker let say motion urging government discontinue facility restructure times hard acknowledged fact,1
961,the government to restructure student loan repayments for university graduates to make the repayments affordable,mr mung andu it 3 dollar this ripple effect graduates their disposal income getting affected every day sustained increase essential goods services terms prices so fair colleagues especially hon minister education looks terms lessening burden former students restructuring loan repayment i see reason madam speaker someone oppose idea these students tomorrow ensure come back say hear hear voting us,1
962,the government to restructure student loan repayments for university graduates to make the repayments affordable,mr mung andu with contribution i confident wanted oppose motion able rethink support motion,0
963,the government to restructure student loan repayments for university graduates to make the repayments affordable,mr anakoka luena madam speaker i thank opportunity given debate motion,0
964,the government to restructure student loan repayments for university graduates to make the repayments affordable,mr anakoka madam speaker outset let indicate matter us hon members right take seriously,0
965,the government to restructure student loan repayments for university graduates to make the repayments affordable,mr anakoka madam speaker matter take seriously think serious matter one used politicking,0
966,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker i thank colleagues two things firstly certainly reading manifesto reading manifesto come learn matter promised going deal,0
967,the government to restructure student loan repayments for university graduates to make the repayments affordable,mr anakoka secondly madam speaker paying attention president announcements they acknowledged president talked matter recently gave directives,0
968,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker let remind nation long ago loan system talking colleagues came proposed introduced private universities,1
969,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker let us remind nation else we talking loans introduced guess bursary system repayment they introduced loans on top introducing loans removed meal allowances,1
970,the government to restructure student loan repayments for university graduates to make the repayments affordable,mr anakoka they stop they want ban student union activities universities,0
971,the government to restructure student loan repayments for university graduates to make the repayments affordable,mr anakoka madam speaker loans came high interest the 15 per cent talking introduced,1
972,the government to restructure student loan repayments for university graduates to make the repayments affordable,mr anakoka madam speaker think people already demonstrated idea lecturing us,0
973,the government to restructure student loan repayments for university graduates to make the repayments affordable,mr anakoka we agree way introduced bad idea it wonder following,0
974,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker systematically dealing issue financing education country starting beginning we introduced free education grade 1 grade 12,0
975,the government to restructure student loan repayments for university graduates to make the repayments affordable,mr anakoka we expanded coverage skills development throughout country constituency development fund cdf,0
976,the government to restructure student loan repayments for university graduates to make the repayments affordable,mr anakoka today students getting relief expanded coverage loans many students ensure issue human capital development addressed comprehensively,1
977,the government to restructure student loan repayments for university graduates to make the repayments affordable,madam speaker colleague debated earlier already indicated government addressing matter care students graduates,1
978,the government to restructure student loan repayments for university graduates to make the repayments affordable,mr anakoka madam speaker aware student financing matter touchy complex even advanced economies even united states america usa matter keep trying find best way financing higher education in united kingdom uk matter find debated even today so government address matter number one government reviewing whole higher education financing system we want piecemeal approach deal repayments interest alone exactly previous government approach got us,1
