,Motion/Topic,MP Response
11518,THE CHAIRPERSON OF COMMITTEES,Madam Chairperson gratifying note Government started allocating resources four strategic pillars Eighth National Development Plan 8NDP clear intended objectives fixed realising Vision 2030 becoming prosperous country
11519,THE CHAIRPERSON OF COMMITTEES,Madam Chairperson 2022 ministry received total budget allocation carried following projects
11520,THE CHAIRPERSON OF COMMITTEES,Madam Chairperson allow present overview 2023 Budget ministry The ministry allocated per cent total budget amounting climate change environmental protection activities
11521,HOUSE RESUMED,MADAM SPEAKER Chair
11522,HOUSE RESUMED,The House adjourned 1913 hours 1430 hours Thursday 1stDecember 2022
11523,ICT PRIORITY AREAS COUNTRYWIDE,encouraged study report necessary indicate priority areas inform Ministry Technology Science directly The deadline submitting priority areas Friday 2nd December 2022 Hon Members ignore date indicated letters sent themearlier
11524,MR CHIBUYE HON MEMBER FOR MKUSHI NORTH ON MR MWIIMBU HON MINISTER OF HOME AFFAIRS AND INTERNAL SECURITY ON MKUSHI RESIDENTS LIVING IN FEAR OF IMPORTED CADRES,Mr Chibuye Mkushi North On matter urgent public importance Madam Speaker
11525,MR CHIBUYE HON MEMBER FOR MKUSHI NORTH ON MR MWIIMBU HON MINISTER OF HOME AFFAIRS AND INTERNAL SECURITY ON MKUSHI RESIDENTS LIVING IN FEAR OF IMPORTED CADRES,Mr Chibuye Madam Speaker matter urgent public importance I raising directed hon Minister Home Affairs Internal Security In absence hon Minister Home Affairs Internal Security matter directed Her Honour Leader Government Business House
11526,MR CHIBUYE HON MEMBER FOR MKUSHI NORTH ON MR MWIIMBU HON MINISTER OF HOME AFFAIRS AND INTERNAL SECURITY ON MKUSHI RESIDENTS LIVING IN FEAR OF IMPORTED CADRES,Madam Speaker people Mkushi living fear following behaviour cadres district imported areas especially Copperbelt last They gone back respective places These cadres terrorising beating every person find wearing Patriotic Front PF district especially Itala Compound
11527,MR CHIBUYE HON MEMBER FOR MKUSHI NORTH ON MR MWIIMBU HON MINISTER OF HOME AFFAIRS AND INTERNAL SECURITY ON MKUSHI RESIDENTS LIVING IN FEAR OF IMPORTED CADRES,Madam Speaker yesterday woman stripped thecommunity reacted commotion That commotion led seven members community apprehended police thrown cells This morning another commotion youths Mkushi specifically youths United Party National Development UPND They went District Commissioner office locked Two apprehended To surprise two since released police seven community members still cells The police waiting instructions higher command
11528,MR CHIBUYE HON MEMBER FOR MKUSHI NORTH ON MR MWIIMBU HON MINISTER OF HOME AFFAIRS AND INTERNAL SECURITY ON MKUSHI RESIDENTS LIVING IN FEAR OF IMPORTED CADRES,Madam Speaker people stripped woman used knives The people Mkushi living fear They walk heads high They walk freely They fearing imported UPND cadres
11529,MR CHIBUYE HON MEMBER FOR MKUSHI NORTH ON MR MWIIMBU HON MINISTER OF HOME AFFAIRS AND INTERNAL SECURITY ON MKUSHI RESIDENTS LIVING IN FEAR OF IMPORTED CADRES,Madam Speaker I seek indulgence matter The people Mkushi living fear
11530,MR CHIBUYE HON MEMBER FOR MKUSHI NORTH ON MR MWIIMBU HON MINISTER OF HOME AFFAIRS AND INTERNAL SECURITY ON MKUSHI RESIDENTS LIVING IN FEAR OF IMPORTED CADRES,Hon Members going talk Should I allow talk first I deliver ruling
11531,MR CHIBUYE HON MEMBER FOR MKUSHI NORTH ON MR MWIIMBU HON MINISTER OF HOME AFFAIRS AND INTERNAL SECURITY ON MKUSHI RESIDENTS LIVING IN FEAR OF IMPORTED CADRES,So hon Members raise matters urgent public importance aware criteria
11532,MR CHIBUYE HON MEMBER FOR MKUSHI NORTH ON MR MWIIMBU HON MINISTER OF HOME AFFAIRS AND INTERNAL SECURITY ON MKUSHI RESIDENTS LIVING IN FEAR OF IMPORTED CADRES,Hon Member Mkushi North raised appears aware Why report police instead raising matter matter urgent public importance even qualify It meet criteria
11533,MR KASANDWE HON MEMBER FOR BANGWEULU ON MR MPOSHA HON MINISTER OF WATER DEVELOPMENT AND SANITATION ON ERRATIC WATER SUPPLY IN SAMFYA,Mr Kasandwe Bangweulu On matter urgent public importance Madam Speaker
11534,MR KASANDWE HON MEMBER FOR BANGWEULU ON MR MPOSHA HON MINISTER OF WATER DEVELOPMENT AND SANITATION ON ERRATIC WATER SUPPLY IN SAMFYA,Mr Kasandwe Madam Speaker I appreciate opportunity raise matter urgent public importance directed
11535,MR KASANDWE HON MEMBER FOR BANGWEULU ON MR MPOSHA HON MINISTER OF WATER DEVELOPMENT AND SANITATION ON ERRATIC WATER SUPPLY IN SAMFYA,Hon Members I know exciting today Can listen matters raised
11536,MR KASANDWE HON MEMBER FOR BANGWEULU ON MR MPOSHA HON MINISTER OF WATER DEVELOPMENT AND SANITATION ON ERRATIC WATER SUPPLY IN SAMFYA,Mr Kasandwe Madam Speaker matter directed hon Minister Water Development Sanitation The people Samfya especially living central business district CBD surrounding areas water past seven days We already problems lack medicine hospitals lack fertiliser
11537,MR KASANDWE HON MEMBER FOR BANGWEULU ON MR MPOSHA HON MINISTER OF WATER DEVELOPMENT AND SANITATION ON ERRATIC WATER SUPPLY IN SAMFYA,Mr Kasandwe So issue erratic shortage water really bring lot stress people We hospital water boarding facilities water
11538,MR KASANDWE HON MEMBER FOR BANGWEULU ON MR MPOSHA HON MINISTER OF WATER DEVELOPMENT AND SANITATION ON ERRATIC WATER SUPPLY IN SAMFYA,Hon Members I going give warning persist debating seated You easily go follow proceedings outside
11539,MR KASANDWE HON MEMBER FOR BANGWEULU ON MR MPOSHA HON MINISTER OF WATER DEVELOPMENT AND SANITATION ON ERRATIC WATER SUPPLY IN SAMFYA,Hon Member Bangweulu matter raised qualify raised matter urgent public importance
11540,MR BANDA HON MEMBER FOR PETAUKE CENTRAL ON MRS NALUMANGO HER HONOUR THE ON LOOMING HUNGER IN PETAUKE,Mr Banda Petauke Central On matter urgent public importance Madam Speaker
11541,MR BANDA HON MEMBER FOR PETAUKE CENTRAL ON MRS NALUMANGO HER HONOUR THE ON LOOMING HUNGER IN PETAUKE,Mr Banda Thank Madam Speaker giving good people Petauke opportunity raise matter urgent public importance
11542,MR BANDA HON MEMBER FOR PETAUKE CENTRAL ON MRS NALUMANGO HER HONOUR THE ON LOOMING HUNGER IN PETAUKE,Madam Speaker I go ahead let make clear people Standing Order No 135 states matter shall considered urgent public importance
11543,MR BANDA HON MEMBER FOR PETAUKE CENTRAL ON MRS NALUMANGO HER HONOUR THE ON LOOMING HUNGER IN PETAUKE,Mr Banda Thank Madam Speaker guidance I wanted people think I go Standing Orders I raise matters without guidance
11544,MR BANDA HON MEMBER FOR PETAUKE CENTRAL ON MRS NALUMANGO HER HONOUR THE ON LOOMING HUNGER IN PETAUKE,Madam Speaker matter directed mother Her Honour Last year Petauke Central Constituency plus farmers never collected inputs Farmer Input Support Programme FISP They finish collecting inputs FISP Further harvest poor due effects climate change Right much hunger Petauke Njala yatichita ngako Onani nayonda yonda
11545,MR BANDA HON MEMBER FOR PETAUKE CENTRAL ON MRS NALUMANGO HER HONOUR THE ON LOOMING HUNGER IN PETAUKE,Madam Speaker I asking Her Honour whether New Dawn Government lenient allow good people Petauke buy maize Food Reserve Agency FRA least assisted without die hunger
11546,MR BANDA HON MEMBER FOR PETAUKE CENTRAL ON MRS NALUMANGO HER HONOUR THE ON LOOMING HUNGER IN PETAUKE,I seek indulgence Madam Speaker
11547,MR KANG OMBE HON MEMBER FOR KAMFINSA ON MRS NALUMANGO THE ON LACK OF FARMING INPUTS IN KATOKA MEMA FARMING BLOCK,Mr Kang ombe Kamfinsa On matter urgent public importance Madam Speaker
11548,MR KANG OMBE HON MEMBER FOR KAMFINSA ON MRS NALUMANGO THE ON LACK OF FARMING INPUTS IN KATOKA MEMA FARMING BLOCK,Mr Kang ombe Madam Speaker I appreciate opportunity given raise matter urgent public importance behalf people Kamfinsa Constituency
11549,MR KANG OMBE HON MEMBER FOR KAMFINSA ON MRS NALUMANGO THE ON LACK OF FARMING INPUTS IN KATOKA MEMA FARMING BLOCK,Madam Speaker I direct urgent matter Her Honour On 21st November 2022 I opportunity tour various crossing points constituency together team assembled Office District Commissioner DC Disaster Management Mitigation Unit DMMU
11550,MR KANG OMBE HON MEMBER FOR KAMFINSA ON MRS NALUMANGO THE ON LACK OF FARMING INPUTS IN KATOKA MEMA FARMING BLOCK,Madam Speaker tour area called Katoka Mema Farming Block discovered works bridge done However issue I wish raise today already guided issue bridge
11551,MR KANG OMBE HON MEMBER FOR KAMFINSA ON MRS NALUMANGO THE ON LACK OF FARMING INPUTS IN KATOKA MEMA FARMING BLOCK,Madam Speaker I wish bring attention Her Honour food security Katoka Mema threatened farmers received farming inputs begin farming Today 29th November 2022 farmers saying Even fix bridge hon Member Parliament still farming inputs
11552,MR KANG OMBE HON MEMBER FOR KAMFINSA ON MRS NALUMANGO THE ON LACK OF FARMING INPUTS IN KATOKA MEMA FARMING BLOCK,Madam Speaker I direct matter Her Honour I seek serious indulgence
11553,MR KANG OMBE HON MEMBER FOR KAMFINSA ON MRS NALUMANGO THE ON LACK OF FARMING INPUTS IN KATOKA MEMA FARMING BLOCK,Again even qualify matter urgent public importance statement rendered calamity catastrophe going suffered immediately Are going lose life immediately nothing done
11554,MR KANG OMBE HON MEMBER FOR KAMFINSA ON MRS NALUMANGO THE ON LACK OF FARMING INPUTS IN KATOKA MEMA FARMING BLOCK,Again confronting issues hunger I think let us deal relevant institutions It best way sort problem raise matter urgent public importance statement rendered I sure people going eat statement If take steps go Office Disaster Management Mitigation Unit DMMU present challenges I sure food delivered people would solved problem
11555,MR SAMAKAYI HON MEMBER FOR MWINILUNGA ON MRS NALUMANGO THE ON ROAD TO MWINILUNGA BEING IMPASSABLE,Mr Samakayi Mwinilunga On matter urgent public importance Madam Speaker
11556,MR SAMAKAYI HON MEMBER FOR MWINILUNGA ON MRS NALUMANGO THE ON ROAD TO MWINILUNGA BEING IMPASSABLE,Mr Samakayi Thank Madam Speaker My question directed Her Honour situation becoming disaster
11557,MR SAMAKAYI HON MEMBER FOR MWINILUNGA ON MRS NALUMANGO THE ON ROAD TO MWINILUNGA BEING IMPASSABLE,Madam Speaker road Mwinilunga impassable right reported bus operators planning boycott going Mwinilunga bad state road affected commerce district
11558,MR SAMAKAYI HON MEMBER FOR MWINILUNGA ON MRS NALUMANGO THE ON ROAD TO MWINILUNGA BEING IMPASSABLE,Madam Speaker Government planning put stopgap measures ensure potholes road Mwinilunga filled commerce communication people moving Mwinilunga districts Is Government anything ensure people transportation continues affected negatively
11559,MR SAMAKAYI HON MEMBER FOR MWINILUNGA ON MRS NALUMANGO THE ON ROAD TO MWINILUNGA BEING IMPASSABLE,Hon Members distracting The state roads bad negatively affected commerce trade Even people movements affected
11560,MR SAMAKAYI HON MEMBER FOR MWINILUNGA ON MRS NALUMANGO THE ON ROAD TO MWINILUNGA BEING IMPASSABLE,Again even statement rendered Floor House roads rectified like tomorrow We need engage relevant ministries appeal Government something This matter national problem It relation Mwinilunga many roads I give example Mkushi Road Sesheke Road Katunda Road Kabwe
11561,MR SAMAKAYI HON MEMBER FOR MWINILUNGA ON MRS NALUMANGO THE ON ROAD TO MWINILUNGA BEING IMPASSABLE,Madam Speaker repossession Mopani Copper Mines MCM Zambian Government offers country rare opportunity gain foothold mining industry The MCM 100 owned Zambian Government This mine needs urgent recapitalisation start making profit
11562,MR SAMAKAYI HON MEMBER FOR MWINILUNGA ON MRS NALUMANGO THE ON ROAD TO MWINILUNGA BEING IMPASSABLE,Madam Speaker copper prices projected keep rising beyond US per metric tonne need massively invest mines revamp copper production meet demand This strong business case New Dawn Government following
11563,MR SAMAKAYI HON MEMBER FOR MWINILUNGA ON MRS NALUMANGO THE ON ROAD TO MWINILUNGA BEING IMPASSABLE,Madam Speaker I aware Government looking divesting shareholding mine hiring financial advisor conducting evaluation ascertain value financial status mine part solution challenges mine facing However question What happens thereafter The Government tell us intentions whether look another investor maintain Glencore heard media This unacceptable considering coming
11564,MR SAMAKAYI HON MEMBER FOR MWINILUNGA ON MRS NALUMANGO THE ON ROAD TO MWINILUNGA BEING IMPASSABLE,Madam Speaker debate Motion one fundamental questions arise whether Zambians capacity efficiently effectively manage mines The answer unequivocal yes This position based fact Corporation majority shareholder Konkola Copper Mines KCM left citing low copper prices Zambians managed run KCM effectively close two years Vedanta Resources Limited successfully acquired majority shareholding 2004
11565,MR SAMAKAYI HON MEMBER FOR MWINILUNGA ON MRS NALUMANGO THE ON ROAD TO MWINILUNGA BEING IMPASSABLE,Madam Speaker addition majority shareholder Mopani management team vast experience expertise mining industry The existence 50 years investor country largest mines energy financial sectors Therefore I would wrong conclude necessary human capacity run Mopani
11566,MR SAMAKAYI HON MEMBER FOR MWINILUNGA ON MRS NALUMANGO THE ON ROAD TO MWINILUNGA BEING IMPASSABLE,Further many Zambians various disciplines locally internationally trained working mines acquired enough technical knowhow run mines It regard conclude Zambians requisite knowledge technical capability run MCM indeed mining operation Zambia
11567,MR SAMAKAYI HON MEMBER FOR MWINILUNGA ON MRS NALUMANGO THE ON ROAD TO MWINILUNGA BEING IMPASSABLE,Madam Speaker Mopani story demands new thinking looks future electric cars rising demand copper cobalt The Government urgently recapitalise Mopani address operational financial challenges mine facing risk turning mine ready sold song
11568,MR SAMAKAYI HON MEMBER FOR MWINILUNGA ON MRS NALUMANGO THE ON ROAD TO MWINILUNGA BEING IMPASSABLE,We road lost The United Party National development UPND Government learn put new wine new wine skins The new copper smelters seen Chambishi Mufulira Chingola Province result investors want make fortune copper boom period lasts
11569,MR SAMAKAYI HON MEMBER FOR MWINILUNGA ON MRS NALUMANGO THE ON ROAD TO MWINILUNGA BEING IMPASSABLE,Madam Speaker afford spectators economic boom We want UPND Government walk talk rhetoric economic transformation It enough Government say making electric car batteries sitting copper mine The logical thing leverage recapitalising Mopani produces copper cobalt
11570,MR SAMAKAYI HON MEMBER FOR MWINILUNGA ON MRS NALUMANGO THE ON ROAD TO MWINILUNGA BEING IMPASSABLE,Madam Speaker production electric car batteries requires well requires lithium
11571,MR SAMAKAYI HON MEMBER FOR MWINILUNGA ON MRS NALUMANGO THE ON ROAD TO MWINILUNGA BEING IMPASSABLE,Madam Speaker view numerous development benefits accrue country result recapitalisation Mopani allow conclude calling upon hon Members support progressive Motion support Government transforming mining sector benefit people
11572,MR SAMAKAYI HON MEMBER FOR MWINILUNGA ON MRS NALUMANGO THE ON ROAD TO MWINILUNGA BEING IMPASSABLE,Mr Mwila Mufulira Madam Speaker thank much privilege second Motion Before I go deep debate people Mufulira Central also join nation mourning departure Hon Tutwa Ngulube put rest today
11573,MR SAMAKAYI HON MEMBER FOR MWINILUNGA ON MRS NALUMANGO THE ON ROAD TO MWINILUNGA BEING IMPASSABLE,Madam Speaker I want thank Mover Motion Hon Pavyuma Kalobo Member Parliament Wusakile ably moving Motion
11574,MR SAMAKAYI HON MEMBER FOR MWINILUNGA ON MRS NALUMANGO THE ON ROAD TO MWINILUNGA BEING IMPASSABLE,Madam Speaker Mover mentioned debate Mopani Copper Mines MCM owned people Zambia Zambia Consolidated Copper MinesInvestment Holdings It wise decision Patriotic Front PF Government bring ownership Mopani back Zambians That move alone protected jobs Copperbelt directly Mopani indirectly contractors business Mopani jobs protected
11575,MR SAMAKAYI HON MEMBER FOR MWINILUNGA ON MRS NALUMANGO THE ON ROAD TO MWINILUNGA BEING IMPASSABLE,Madam Speaker importance copper mining sector emphasised We know Zambia second copper producer Africa Democratic Republic Congo Copper contributes Gross Domestic Product GDP forex earnings job creation revenue Government
11576,MR SAMAKAYI HON MEMBER FOR MWINILUNGA ON MRS NALUMANGO THE ON ROAD TO MWINILUNGA BEING IMPASSABLE,As pronouncement made President hon Minister Mines Minerals Development hon Minister Finance National Planning targeting producing 3 million tonnes copper next nine years In order us achieve need fully functional Mopani Copper Mines well capitalised
11577,MR SAMAKAYI HON MEMBER FOR MWINILUNGA ON MRS NALUMANGO THE ON ROAD TO MWINILUNGA BEING IMPASSABLE,Madam Speaker currently country producing tonnes copper This way potential country produce various copper mines
11578,MR SAMAKAYI HON MEMBER FOR MWINILUNGA ON MRS NALUMANGO THE ON ROAD TO MWINILUNGA BEING IMPASSABLE,Madam Speaker generally mine contributes positively economy country Mopani plays significant role mining company
11579,MR SAMAKAYI HON MEMBER FOR MWINILUNGA ON MRS NALUMANGO THE ON ROAD TO MWINILUNGA BEING IMPASSABLE,Ms Nyirenda Madam Speaker acting hon Minister Home Affairs Internal Security said police intensified patrols Currently police officers Lundazi District vehicle How intensified patrols especially criminals dangerous murder suspects
11580,MR SAMAKAYI HON MEMBER FOR MWINILUNGA ON MRS NALUMANGO THE ON ROAD TO MWINILUNGA BEING IMPASSABLE,Mr Mulenga Madam Speaker indeed managing concern However intensified security achieved vehicle also various techniques deployment security personnel various training mechanisms using
11581,MR SAMAKAYI HON MEMBER FOR MWINILUNGA ON MRS NALUMANGO THE ON ROAD TO MWINILUNGA BEING IMPASSABLE,Madam Speaker aspect security police service Lundazi District working collaboration stakeholders business community public covering various remote areas
11582,MR SAMAKAYI HON MEMBER FOR MWINILUNGA ON MRS NALUMANGO THE ON ROAD TO MWINILUNGA BEING IMPASSABLE,Ms Nyirenda Madam Speaker second question boarding issue people terrorising constituencies There family lives area called Islamic crossing point going Mwase One thieves went family borrowed motor bike phone later ran away This terrorising people district What Government going family left awe someone ran away motor bike phone
11583,MR SAMAKAYI HON MEMBER FOR MWINILUNGA ON MRS NALUMANGO THE ON ROAD TO MWINILUNGA BEING IMPASSABLE,Mr Mulenga Madam Speaker daily basis day escapee incident police district collaboration police Central Police Station Lusaka tracking criminal activities taking place On daily basis recording nil security breaches happening
11584,MR SAMAKAYI HON MEMBER FOR MWINILUNGA ON MRS NALUMANGO THE ON ROAD TO MWINILUNGA BEING IMPASSABLE,Madam Speaker however I take note separate incident I want encourage people district reporting form criminal activities taking place brought attention ministry police district
11585,MR SAMAKAYI HON MEMBER FOR MWINILUNGA ON MRS NALUMANGO THE ON ROAD TO MWINILUNGA BEING IMPASSABLE,Mr Charles Mulenga Kwacha Madam Speaker I rise break silence honourable House presenting maiden speech
11586,MR SAMAKAYI HON MEMBER FOR MWINILUNGA ON MRS NALUMANGO THE ON ROAD TO MWINILUNGA BEING IMPASSABLE,Madam Speaker allow presenting written speech First foremost I wish express sincere thanks Madam Speaker according rare opportunity deliver maiden speech august House From outset I would like express profound thanks gratitude people Kwacha Constituency granting rare opportunity represent Parliament
11587,MR SAMAKAYI HON MEMBER FOR MWINILUNGA ON MRS NALUMANGO THE ON ROAD TO MWINILUNGA BEING IMPASSABLE,Mr Charles Mulenga Madam Speaker I humbled confidence trust people Kwacha Constituency I promise best disappoint I truly servant august House constituency given already played part voting 21st October 2022 I emerged victorious
11588,MR SAMAKAYI HON MEMBER FOR MWINILUNGA ON MRS NALUMANGO THE ON ROAD TO MWINILUNGA BEING IMPASSABLE,Madam Speaker landslide victory Kwacha Constituency could come without unwavering support care love family In vein allow thank wife children relentlessly toiled throughout various electoral processes I forever remain indebted family steadfast support care inhard goodtimes
11589,MR SAMAKAYI HON MEMBER FOR MWINILUNGA ON MRS NALUMANGO THE ON ROAD TO MWINILUNGA BEING IMPASSABLE,Madam Speaker allow also thank sincerely party President also Republican President Mr Hakainde Hichilema took time busy schedule come drum support campaignsin almost wards His support campaigns highly appreciated I would like ask Heavenly Farther Jehovah God continue blessing beloved President
11590,MR SAMAKAYI HON MEMBER FOR MWINILUNGA ON MRS NALUMANGO THE ON ROAD TO MWINILUNGA BEING IMPASSABLE,Mr Charles Mulenga Madam Speaker I also extend thanks caring mother Republican also took part giving solidarity campaigns I salute Madam
11591,MR SAMAKAYI HON MEMBER FOR MWINILUNGA ON MRS NALUMANGO THE ON ROAD TO MWINILUNGA BEING IMPASSABLE,Madam Speaker I failing duties I appreciate massive financial material moral support I received party United Party National Development UPND In addition allow pass personalised thanks hard working Hon Batuke Imendaand campaign team comprising hon Minister Youth Sport Art Hon Elvis Nkandu counterpart Ministry Mines Minerals Development Hon Paul Kabuswe well former Mufulira Central Member Parliament Hon Chibanda worked tirelessly commendable team
11592,MR SAMAKAYI HON MEMBER FOR MWINILUNGA ON MRS NALUMANGO THE ON ROAD TO MWINILUNGA BEING IMPASSABLE,Mr Charles Mulenga Madam Speaker gratitude goes UPND provincial leadership headed Hon Elisha Matambo Copperbelt Province Minister UPND Kitwe District leadership Kwacha Constituency Leadership party officials Southern Muchinga Lusaka Northern provinces much needed support rendered To I would like say big thank bottom heart
11593,MR SAMAKAYI HON MEMBER FOR MWINILUNGA ON MRS NALUMANGO THE ON ROAD TO MWINILUNGA BEING IMPASSABLE,Madam Speaker Kwacha Constituency one vast constituencies country estimated population people The constituency divided two segments namely urban Arguably Kwacha Constituency least developed district despite led full Cabinet Ministers previous Governments The constituency faced many challenges include poor road infrastructure inadequate education health facilities well support staff manage institutions The dilapidated road infrastructure especially set namely Chantete made extremely difficult form development take place Evidently farmers area negatively affected poor road infrastructure thereby facing big challenges transporting farm produce markets
11594,MR SAMAKAYI HON MEMBER FOR MWINILUNGA ON MRS NALUMANGO THE ON ROAD TO MWINILUNGA BEING IMPASSABLE,Madam Speaker terms health people Kwacha Constituency forced walk long distances seek medical care nearby facilities deplorable state For instance matters relating maternity care accessed Buchi Clinic Nkana Constituency miles away people Kwacha Constituency In regard need health facilities constituency need upgrade existing onesso include maternity services
11595,MR SAMAKAYI HON MEMBER FOR MWINILUNGA ON MRS NALUMANGO THE ON ROAD TO MWINILUNGA BEING IMPASSABLE,Madam Speaker allow also emphasise serious need schools primary secondary constituency When schools constituency avoid endangering children lives walk long distances access education
11596,MR SAMAKAYI HON MEMBER FOR MWINILUNGA ON MRS NALUMANGO THE ON ROAD TO MWINILUNGA BEING IMPASSABLE,Madam Speaker furthermore despite constituency located heart city Kitwe ranked third largest city country numerous water sanitation challenges constituency Many residents stilldo access clean drinking water even water utility company Nkana Water Sewerage Company sits right theconstituency Many residents Kwacha Township Bulangililo Compound live hazardous environment many sewer pipes broken putting residents risk waterborne diseases
11597,MR SAMAKAYI HON MEMBER FOR MWINILUNGA ON MRS NALUMANGO THE ON ROAD TO MWINILUNGA BEING IMPASSABLE,Madam Speaker years Independence people constituency like Kwacha Compound still use pit latrines This shows sanitation system requires attention soon possible
11598,MR SAMAKAYI HON MEMBER FOR MWINILUNGA ON MRS NALUMANGO THE ON ROAD TO MWINILUNGA BEING IMPASSABLE,Standing Order 69 2 clear member may interrupt member making maiden speech It maiden speech first time hon Member speaking So please let us support listening hon Member
11599,MR SAMAKAYI HON MEMBER FOR MWINILUNGA ON MRS NALUMANGO THE ON ROAD TO MWINILUNGA BEING IMPASSABLE,Mr Mulenga Madam Speaker I also want highlight fact high poverty levels constituency due high unemployment rate among residents This resulted high crime rate constituency The tantameni syndrome created previous leaders resulted common belief residents wait handouts way survival A lot work needs done area order change mindset many people constituency
11600,MR SAMAKAYI HON MEMBER FOR MWINILUNGA ON MRS NALUMANGO THE ON ROAD TO MWINILUNGA BEING IMPASSABLE,Madam Speaker Government headed President Mr Hakainde Hichilema already set firm ground allocation sufficient Constituency Development Fund CDF This turn allow us together constituents undertake various developmental programmes
11601,MR SAMAKAYI HON MEMBER FOR MWINILUNGA ON MRS NALUMANGO THE ON ROAD TO MWINILUNGA BEING IMPASSABLE,Madam Speaker new Member Parliament I understand well clear mandate people Kwacha Constituency given I endeavour God favour take development corners constituency Of course concerted effort support residents beautiful constituencywill required meaningful development therefore agree African proverb says If want go fast go alone If want go far go together
11602,MR SAMAKAYI HON MEMBER FOR MWINILUNGA ON MRS NALUMANGO THE ON ROAD TO MWINILUNGA BEING IMPASSABLE,Madam Speaker I also want make earnest appeal Opposition join hands uplifting standards underdeveloped constituency currently looks like war zone The campaigns elections Let us work together good people
11603,MR SAMAKAYI HON MEMBER FOR MWINILUNGA ON MRS NALUMANGO THE ON ROAD TO MWINILUNGA BEING IMPASSABLE,Madam Speaker I conclude I promise people Kwacha Constituency meaningful change coming constituency following resolve ballot give New Dawn Government mandate preside affairs I remain resolute devoted serving people prayer God grant wisdom strength I offer service people Kwacha Constituency
11604,MR SAMAKAYI HON MEMBER FOR MWINILUNGA ON MRS NALUMANGO THE ON ROAD TO MWINILUNGA BEING IMPASSABLE,I thank Madam Speaker
11605,MR SAMAKAYI HON MEMBER FOR MWINILUNGA ON MRS NALUMANGO THE ON ROAD TO MWINILUNGA BEING IMPASSABLE,I see indication hon Member Chama South Leader Opposition What
11606,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Mundubile Mr Chairperson business suspended I talking meticulous methodical corruptionin Government I bringing attention ACC narrow subject The ACC must suspicious Bill brought Parliament Committees recommend hon Minister adamant Floor So I talk policy legislation administration things I referring
11607,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Mundubile Mr Chairperson must also look appointments When appointments made way could bypass controls patronage beginning corruption There must controls institutions The moment see certain appointments already shows direction Government going take No wonder instances top Government leader seen carrying heavy baggage calendars
11608,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Mundubile report made end year When report made somebody takes interest makes video particular transaction When sent Head State simply makes call Now sure committed fight corruption What institution fighting corruption
11609,THE DEPUTY CHAIRPERSON OF COMMITTEES,You Leader Opposition I know legal person Therefore understand Standing Orders well In Standing Order Nos 65 66 forbidden put President debate context So let us refrain ensure times follow guide Standing Orders
11610,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Mundubile Mr Chairperson leaders meant fight lead fight corruption simply go media say I called hon Minister said nothing end particular case Is way going fight corruption That question
11611,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Chairperson right debate Floor House shortage drugs The ACC may wish know delay procurement drugs somebody somewhere seated would like single source friendly companies supply drugs This done expense poor Zambians suffering dying every day due lack drugs You money budget approved yet drugs procured This somebody would like single source companies friendly
11612,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Chairperson United Party National Development UPND Government Government prefers two modes procurement single sourcing limited bidding We want call upon ACC take schedule procurements happened last twelve months find procurements done These procurements predominantly single sourcing No wonder leaders awarding illegal contracts audit defence forces
11613,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Mundubile The ACC take interest The issue illegality ACC must take interest leaders awarding contracts without declaring interest yet law clear Every day see Government officials running around making statements talking real corruption right behind We want ACC take interest understand fight corruption must real starting top
11614,THE DEPUTY CHAIRPERSON OF COMMITTEES,A point order raised
11615,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Mwene Mr Chairperson I wish rise important point order pursuant Standing Order No 65 senior hon Member Parliament Leader Opposition matter Is order stand Floor House mislead entire country United Party National Development UPND Government awarding contracts single sourcing without evidence
11616,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Mwene Mr Chairperson hon Member Mr Mundubile provided evidence allegations good governance New Dawn Government
11617,THE DEPUTY CHAIRPERSON OF COMMITTEES,Hon Leader Opposition allegations levelled Government substantiate Can lay evidence Table
11618,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Mundubile Mr Chairperson I opt trivialise important subject proceed
11619,THE DEPUTY CHAIRPERSON OF COMMITTEES,There point order raised alleged So I asking could lay evidence Floor respond Are able
11620,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Mundubile Mr Chairperson notorious fact contract Alpha Commodities amounting US 50 million single sourced It public domain I trivialise decorum House bring public domain The contract US 100 million procurement health posts Western Province single sourced It public domain
11621,THE DEPUTY CHAIRPERSON OF COMMITTEES,The Deputy Chairperson Single sourcing limited bidding open bidding part procurement system However context alleged Government officials involved So background I asking substantiate allegations
11622,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Mundubile Mr Chairperson shareholders Grant Thornton top leaders UPND That evidence Grant Thornton single sourced audit services defence forces
11623,THE DEPUTY CHAIRPERSON OF COMMITTEES,Let guide hon Member If think feel information substantiate information I would rather withdraw statement
